id	gender	age	profession	sportiv	smoker	interestd in having a smoke shop	conservative or liberal	RT @ericamtucker: Here is my story... Thx @HIGH_TIMES_Mag!! 💖 @HERBworthy @SnoopDogg @JohnMayer @tommychong #thetuckerfight #legalizeit #ma…	Add your name to tell AG Jeff Sessions we won't let him drag us back to darkest days of the #WarOnDrugs #LegalizeIt https://t.co/Y6tfTzVO2r	Gov. Scott signs medical #marijuana plan #cannabis  https://t.co/Is3DBx8fue #medicalmarijuana #CBD… https://t.co/3GOHye7ABn	@PAHouseGOP Pennsylvania should declare itself independent of federal marijuana law  #legalizeit	Long lines in Nevada as recreational marijuana goes on salehttps://t.co/lDpDctJzqI#StonerMagazine #CNN #LasVegas… https://t.co/HJ9WoxuaR8	Public Consumption Gets Another Go in Alaska https://t.co/Tz3mnlafNv #legalizeit #sativa #cannabis https://t.co/Fkpyna6gdW	RT @RadioRiddler: Working on a special remix! #Reggae #PeterTosh #LegalizeIt	Here Are Five Ways #Marijuana Is Better For You Than Alcohol https://t.co/WDrUbLPvow #legalizeit #dope #mmj https://t.co/pJQ08ESHXN	what the trap going to do when weed becomes legal in every state? it will be a sad story, but shit it was good whil… https://t.co/SOxH8A7noW	#Cannabis around the world!  #legalizeit #marijuana #naturalhealth https://t.co/D8XYeWH03f
362	other	90	unemployed/seeking employment	false	false	true	false	0	0	1	1	1	0	1	1	0	1	0	0	1	1	0	1	1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	0	1	0	0	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1
363	other	7	other	true	true	false	false	0	1	0	1	0	0	1	0	0	0	1	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	1	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	0	1	0	1	1	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1
364	other	42	student (university)	true	true	true	false	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1
365	male	67	self-employed	true	true	false	false	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0	1	1	1	1	1	0	1	0	0	1	0	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	1
366	male	6	student (highschool)	true	false	true	false	0	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	0	1	0	0	1	0	1	0	0	1	1	1	1	0	1	0	1	1	0	1	0	0	1	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0
367	other	9	unemployed/seeking employment	false	false	true	true	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0
368	male	71	employee	false	true	false	false	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	1	0	1	1
369	female	39	student (highschool)	false	false	true	false	1	1	0	1	1	0	0	0	0	0	1	0	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	1	0	1	0	0
370	other	98	unemployed/seeking employment	true	true	false	false	0	1	1	0	1	0	1	1	1	0	0	1	0	0	1	1	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	1	0	1	1	0	0	1	1	0	0	0	1	0	1	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	0	0	1	0	1	0	0	1	1	1	0	1	1	0	0	1	0	1	1	0	0	0
371	male	96	student (university)	false	true	true	true	1	0	1	0	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	1	0	1	1	0	0	1	1	1	0	1	0	1	0	0	1	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1
372	other	99	student (highschool)	true	false	true	true	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	0	1	1	0	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	1
373	male	45	other	false	false	true	true	0	0	1	1	1	0	0	1	0	1	1	0	1	0	0	1	1	1	0	0	1	0	0	1	0	1	1	0	1	0	1	1	1	0	0	0	1	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	0	0	0	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0
374	female	38	student (highschool)	true	true	false	true	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	1	0	0	1	1	0	1	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	1	0	0	1
375	female	40	self-employed	false	false	true	false	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	1	0	1	1	1	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1	1	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	1	0	1	1	1	1	0
376	male	9	employee	true	false	true	false	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	1	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	1	0	1	0	1	1	1	0	1
377	male	91	student (highschool)	true	false	true	false	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	0	1	0	1	1	0
378	male	71	student (highschool)	true	false	false	true	1	0	1	1	0	0	1	0	0	0	0	1	1	0	1	1	0	1	0	0	1	1	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	0	1	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	1	0	1	1	0	1	0	1	0	0	1	0	0	1	1	1	1
379	other	49	employee	false	true	true	false	1	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	1	1	0	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	1	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	0	0	1	1
380	male	13	student (highschool)	false	true	true	false	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	0	1	0	0
381	male	4	other	true	true	true	false	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	1	1	1	0	1	1	0	0	0	1	0	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	0	0
382	other	31	unemployed/seeking employment	false	false	false	false	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	0	1	0	0	0	1	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	0	1
383	female	99	student (highschool)	false	true	true	true	1	1	1	0	1	0	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	0	1	1	1	0	0	1	0	1	1	1	0	1	0	0	1	1	1	1	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1
384	other	74	student (highschool)	false	true	true	true	0	0	1	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	1	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	1	0	0	1	0	0	1
385	other	12	student (highschool)	true	true	true	false	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0	0	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0	1	0	1	1	1	0	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	1	1
386	male	55	unemployed/seeking employment	true	true	false	true	0	1	1	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	1	1	1	1	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1
387	male	49	self-employed	false	false	true	true	0	1	1	0	1	1	1	1	1	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	0	1	0	0	0	0	1	1	1	1	1
388	male	22	self-employed	true	false	true	true	1	1	0	0	0	1	0	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	0	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	1	1	1	0	0	1	0	1	1	0	0	1	1	0	0	1
389	other	31	student (university)	true	false	true	true	1	1	1	0	1	1	0	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1
390	male	16	other	true	true	true	true	1	1	1	1	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1	1	1	0	0	0	1	1	1	0	0	1	0	1	1	1	0	0	0	1
391	female	5	student (university)	false	false	false	false	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	0	0	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1
392	other	92	other	false	true	false	true	1	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	1	1	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0
393	female	33	self-employed	false	false	true	false	0	0	0	1	0	1	0	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	1	1	0	0	1	1	0	0	1	1	0	0	0	1	0	0	1	1	1	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	1
394	female	28	student (university)	true	false	true	false	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	1	0	1	0	1	0	0	0	1	0	0	1	1	0	1	0	0	1	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	0	1	1	1	1	1	0	0	1	1	0	0	1	0	1	0	0
395	other	2	student (university)	false	true	true	true	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	1	1	1	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	1	1	1	0	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	0	1	1	0	1	0
396	female	20	employee	false	true	true	false	0	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1
397	female	62	student (highschool)	false	false	true	true	1	0	1	1	0	0	1	0	1	1	0	1	0	1	0	1	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	0	0
398	other	40	other	true	true	true	false	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	1	1	1	1	0	1	1	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1
399	male	21	unemployed/seeking employment	false	false	false	false	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	0	0	1	1	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	0	1	0	0	0	1	1	0
400	female	22	self-employed	false	false	false	false	1	0	1	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	1	1	1	0	0
401	male	2	student (highschool)	false	true	true	true	0	1	0	0	1	1	0	1	0	1	1	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0
402	male	97	student (university)	false	true	false	false	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	0	0	1	0	1	0	0	0	1	1	0	1	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	1	1	1	0	1	0	1
403	other	88	employee	false	true	false	true	1	0	0	1	0	0	0	0	1	1	1	0	0	1	1	0	1	1	0	0	1	0	1	1	1	1	0	0	1	0	0	1	1	1	1	0	0	1	0	1	1	0	1	0	1	1	0	1	0	1	1	0	0	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	1	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	1	1	1
404	other	14	employee	true	true	true	true	0	1	1	0	1	0	1	0	0	1	0	0	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	1	0
405	female	33	employee	true	true	false	true	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	1	1	0	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	1	1	0	1	1	0	1	0	0	1	0	1
406	other	25	other	false	true	true	true	0	0	1	0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	1	1	1	1	0	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	0	1	0	0	1	1
407	male	24	other	false	false	true	false	1	0	1	1	1	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	1	0	1	1	0	0	1	0	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	1	0	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	1	1	1
408	female	60	self-employed	true	false	true	true	0	1	0	0	1	0	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	0	1	0	1	1	0	0	0	1	1	0	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	1	0	1	0	1	1	0	0	0	0	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0
409	male	43	employee	false	true	false	true	1	1	1	1	1	1	0	1	0	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0
410	female	10	employee	false	false	true	true	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1
411	other	97	student (university)	false	false	false	false	1	0	0	1	0	1	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0
412	other	28	other	false	false	false	true	1	1	0	0	0	1	1	0	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0
413	male	17	student (university)	true	true	true	true	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	1	1	1	1	0	1	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	0	0	1	1	1	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	1	1	1	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	0	0	1
414	female	78	student (highschool)	true	false	true	true	0	1	1	1	0	0	1	1	1	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	1	0	1	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	1	0	1	0	1	0	1	1	1	1	0	1	1	0	1	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0	1	1	1	0	0	1
415	female	31	student (highschool)	false	false	false	true	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	1	1	0	1	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	1	1	0	1	0	0	1	1	1	0	1	1	0	0	1	1	0	0	0
416	other	70	employee	true	false	false	true	1	0	1	1	0	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1	1	0	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1
417	female	97	self-employed	true	true	false	false	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0	1
418	female	31	student (university)	true	true	true	false	0	1	1	1	0	0	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	0	1	1	0	1	0	1	1	0	0	0	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	0	1	0	0	1	0	1
419	male	98	self-employed	false	true	false	true	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	0	1	0	1	1	0	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	1	0	0	0	1	1	1	0	0	0	1	0	0
420	female	98	unemployed/seeking employment	false	true	false	false	0	0	0	0	1	1	0	1	1	0	1	1	0	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	0	0	1	1	0	1	0	1	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0
421	other	60	unemployed/seeking employment	true	true	false	false	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	1	1	0	1	1	0	1	1	1	0	0	0	1	1	0	0	1	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1
